1,0,0,Maquina1.3,2018,5,8,0,0,
0,2,0,Maquina1.5,2018,5,8,0,0,
0,0,3,Maquina1.4,2018,5,8,0,0,
0,2,0,Maquina1.7,2018,5,8,0,3,
0,0,3,Maquina1.2,2018,5,8,0,7,
1,0,0,Maquina1.7,2018,5,8,0,12,
1,0,0,Maquina1.3,2018,5,8,0,20,
0,2,0,Maquina1.9,2018,5,8,0,30,
0,0,3,Maquina1.8,2018,5,8,0,42,
0,2,0,Maquina1.9,2018,5,8,0,54,
0,0,3,Maquina1.9,2018,5,8,1,11,
1,0,0,Maquina1.9,2018,5,8,1,31,
1,0,0,Maquina1.7,2018,5,8,1,46,
1,0,0,Maquina1.9,2018,5,8,3,3,
