1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maquina1.2,2018,5,9,0,0,2018,5,9,0,7,
2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maquina1.1,2018,5,9,0,0,2018,5,9,0,15,
3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Maquina1.3,2018,5,9,0,0,2018,5,9,0,25,
5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,Maquina2.1,2018,5,9,0,0,2018,5,9,0,44,
7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,Maquina1.2,2018,5,9,0,0,2018,5,9,0,53,
8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,Maquina1.1,2018,5,9,0,0,2018,5,9,1,2,
4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Maquina1.3,2018,5,9,0,0,2018,5,9,1,10,
9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,Maquina2.1,2018,5,9,0,0,2018,5,9,1,27,
13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,Maquina1.1,2018,5,9,0,0,2018,5,9,1,36,
6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,Maquina1.3,2018,5,9,0,0,2018,5,9,1,45,
14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,Maquina1.1,2018,5,9,0,0,2018,5,9,1,55,
10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,Maquina1.3,2018,5,9,0,0,2018,5,9,2,5,
11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,Maquina1.3,2018,5,9,0,0,2018,5,9,2,14,
12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,Maquina1.3,2018,5,9,0,0,2018,5,9,2,24,
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,Maquina1.3,2018,5,9,0,0,2018,5,9,2,35,
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,Maquina1.3,2018,5,9,0,0,2018,5,9,2,45,
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maquina2.2,2018,5,9,0,7,2018,5,9,2,54,
2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maquina3.3,2018,5,9,0,15,2018,5,9,3,3,
3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Maquina2.1,2018,5,9,0,25,2018,5,9,3,17,
5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,Maquina4.2,2018,5,9,0,44,2018,5,9,3,57,
7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,Maquina2.2,2018,5,9,0,53,2018,5,9,4,9,
8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,Maquina2.1,2018,5,9,1,2,2018,5,9,4,21,
4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Maquina2.3,2018,5,9,1,10,2018,5,9,4,34,
9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,Maquina3.1,2018,5,9,1,27,2018,5,9,4,42,
13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,Maquina2.3,2018,5,9,1,36,2018,5,9,4,57,
6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,Maquina2.1,2018,5,9,1,45,2018,5,9,5,15,
14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,Maquina2.3,2018,5,9,1,55,2018,5,9,5,30,
10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,Maquina2.2,2018,5,9,2,5,2018,5,9,5,48,
11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,Maquina2.1,2018,5,9,2,14,2018,5,9,6,1,
12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,Maquina2.2,2018,5,9,2,24,2018,5,9,6,13,
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,Maquina2.3,2018,5,9,2,35,2018,5,9,6,30,
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,Maquina2.3,2018,5,9,2,45,2018,5,9,6,43,
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maquina4.1,2018,5,9,2,54,2018,5,9,7,21,
2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maquina4.1,2018,5,9,3,3,2018,5,9,8,25,
3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Maquina4.2,2018,5,9,3,17,2018,5,9,9,10,
7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,Maquina3.1,2018,5,9,4,9,2018,5,9,9,18,
8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,Maquina3.1,2018,5,9,4,21,2018,5,9,9,26,
4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Maquina4.1,2018,5,9,4,34,2018,5,9,10,1,
9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,Maquina4.2,2018,5,9,4,42,2018,5,9,10,39,
13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,Maquina3.2,2018,5,9,4,57,2018,5,9,10,49,
6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,Maquina3.1,2018,5,9,5,15,2018,5,9,11,0,
14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,Maquina3.1,2018,5,9,5,30,2018,5,9,11,7,
10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,Maquina3.3,2018,5,9,5,48,2018,5,9,11,17,
11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,Maquina3.3,2018,5,9,6,1,2018,5,9,11,27,
12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,Maquina4.2,2018,5,9,6,13,2018,5,9,12,17,
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,Maquina3.1,2018,5,9,6,30,2018,5,9,12,27,
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,Maquina3.3,2018,5,9,6,43,2018,5,9,12,39,
2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maquina5.3,2018,5,9,8,25,2018,5,9,12,51,
3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Maquina6.3,2018,5,9,9,10,2018,5,9,12,58,
7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,Maquina4.2,2018,5,9,9,18,2018,5,9,13,54,
8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,Maquina4.1,2018,5,9,9,26,2018,5,9,14,34,
4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Maquina5.2,2018,5,9,10,1,2018,5,9,14,48,
13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,Maquina4.1,2018,5,9,10,49,2018,5,9,15,30,
6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,Maquina4.2,2018,5,9,11,0,2018,5,9,16,14,
14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,Maquina4.1,2018,5,9,11,7,2018,5,9,17,11,
10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,Maquina4.1,2018,5,9,11,17,2018,5,9,18,1,
11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,Maquina4.1,2018,5,9,11,27,2018,5,9,18,50,
12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,Maquina5.2,2018,5,9,12,17,2018,5,9,19,0,
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,Maquina4.1,2018,5,9,12,27,2018,5,9,19,57,
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,Maquina4.1,2018,5,9,12,39,2018,5,9,20,46,
2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maquina6.2,2018,5,9,12,51,2018,5,9,20,51,
7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,Maquina6.2,2018,5,9,13,54,2018,5,9,20,58,
8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,Maquina6.3,2018,5,9,14,34,2018,5,9,21,4,
13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,Maquina5.1,2018,5,9,15,30,2018,5,9,21,16,
6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,Maquina6.1,2018,5,9,16,14,2018,5,9,21,21,
10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,Maquina6.1,2018,5,9,18,1,2018,5,9,21,26,
11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,Maquina5.3,2018,5,9,18,50,2018,5,9,21,39,
12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,Maquina6.3,2018,5,9,19,0,2018,5,9,21,45,
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,Maquina5.1,2018,5,9,19,57,2018,5,9,21,56,
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,Maquina6.2,2018,5,9,20,46,2018,5,9,22,1,
13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,Maquina6.3,2018,5,9,21,16,2018,5,9,22,7,
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,Maquina6.1,2018,5,9,21,56,2018,5,9,22,12,
